load_addr,years_use
서울특별시 서대문구 충정로 30,53.0
서울특별시 서대문구 충정로 50,35.0
서울특별시 서대문구 충정로5길 27,12.0
서울특별시 서대문구 충정로6길 59,51.0
서울특별시 서대문구 충정로7길 30,30.0
서울특별시 서대문구 충정로7길 9,53.0
서울특별시 서대문구 통일로 279-75,22.0
서울특별시 서대문구 통일로 319,21.0
서울특별시 서대문구 통일로 332,21.0
서울특별시 서대문구 통일로 344,25.0
서울특별시 서대문구 통일로 348,28.0
서울특별시 서대문구 통일로 357,21.0
서울특별시 서대문구 통일로 395,2.0
서울특별시 서대문구 통일로 397,13.0
서울특별시 서대문구 통일로 476,52.0
서울특별시 서대문구 통일로 510,5.0
서울특별시 서대문구 통일로 530,8.0
서울특별시 서대문구 통일로 536,4.0
서울특별시 서대문구 통일로 542,11.0
서울특별시 서대문구 통일로 553,13.0
서울특별시 서대문구 통일로 555,20.0
서울특별시 서대문구 통일로25길 30,29.0
서울특별시 서대문구 통일로26길 11,22.0
서울특별시 서대문구 통일로26길 12-2,17.0
서울특별시 서대문구 통일로26길 17,16.0
서울특별시 서대문구 통일로31길 6,18.0
서울특별시 서대문구 통일로32길 14,48.0
서울특별시 서대문구 통일로32길 3,54.0
서울특별시 서대문구 통일로32길 6,50.0
서울특별시 서대문구 통일로34길 43,22.0
서울특별시 서대문구 통일로34길 46,22.0
서울특별시 서대문구 통일로35길 40,18.0
서울특별시 서대문구 통일로36가길 9,4.0
서울특별시 서대문구 통일로37길 30,50.0
서울특별시 서대문구 통일로37나길 12,20.0
서울특별시 서대문구 통일로37나길 12-6,7.0
서울특별시 서대문구 통일로37나길 43,20.0
서울특별시 서대문구 통일로37나길 52,17.0
서울특별시 서대문구 통일로37나길 65,18.0
서울특별시 서대문구 통일로37나길 66,19.0
서울특별시 서대문구 통일로39가길 57,30.0
서울특별시 서대문구 통일로39길 104,22.0
서울특별시 서대문구 통일로39길 107-10,19.0
서울특별시 서대문구 통일로39길 113-16,20.0
서울특별시 서대문구 통일로39길 25,51.0
서울특별시 서대문구 통일로39길 80-8,17.0
서울특별시 서대문구 통일로48가길 15,9.0
서울특별시 서대문구 통일로48가길 37,34.0
서울특별시 서대문구 통일로48나길 2,19.0
서울특별시 서대문구 통일로48나길 32,19.0
서울특별시 서대문구 포방터10길 33,27.0
서울특별시 서대문구 포방터2길 59,21.0
서울특별시 서대문구 홍연2길 21,11.0
서울특별시 서대문구 홍연4길 31,41.0
서울특별시 서대문구 홍연6길 19,41.0
서울특별시 서대문구 홍연6길 40,41.0
서울특별시 서대문구 홍연8길 7,41.0
서울특별시 서대문구 홍연길 60,19.0
서울특별시 서대문구 홍연길 77,20.0
서울특별시 서대문구 홍은중앙로 149,20.0
서울특별시 서대문구 홍은중앙로 156,34.0
서울특별시 서대문구 홍은중앙로 81,25.0
서울특별시 서대문구 홍은중앙로1길 33,35.0
서울특별시 서대문구 홍은중앙로1길 65,10.0
서울특별시 서대문구 홍은중앙로3길 9,2.0
서울특별시 서대문구 홍은중앙로5길 74,19.0
서울특별시 서대문구 홍제내2길 60,22.0
서울특별시 서대문구 홍제내2길 67,21.0
서울특별시 서대문구 홍제내길 168,23.0
서울특별시 서대문구 홍제내길 174,22.0
서울특별시 서대문구 홍제원길 25-1,5.0
서울특별시 서대문구 홍제원길 26,17.0
서울특별시 서대문구 홍제원길 30,17.0
서울특별시 서대문구 홍제원길 45,7.0
서울특별시 서대문구 홍제천로 136,4.0
서울특별시 서대문구 홍제천로 172,41.0
서울특별시 서대문구 홍제천로 194,17.0
서울특별시 서대문구 홍제천로 202,13.0
서울특별시 서대문구 홍제천로 204,16.0
서울특별시 서초구 강남대로 224,17.0
서울특별시 서초구 강남대로 321,17.0
서울특별시 서초구 강남대로 375,25.0
서울특별시 서초구 강남대로 455,17.0
서울특별시 서초구 강남대로105길 8,10.0
서울특별시 서초구 강남대로12길 15,21.0
서울특별시 서초구 강남대로12길 24-2,21.0
서울특별시 서초구 강남대로16길 22-13,21.0
서울특별시 서초구 강남대로16길 37,22.0
서울특별시 서초구 강남대로27길 7-14,16.0
서울특별시 서초구 강남대로2길 24,20.0
서울특별시 서초구 강남대로2길 38,21.0
서울특별시 서초구 강남대로2길 48,19.0
서울특별시 서초구 강남대로2길 72,20.0
서울특별시 서초구 강남대로2길 96,20.0
서울특별시 서초구 강남대로30길 32-33,18.0
서울특별시 서초구 강남대로30길 51-3,17.0
서울특별시 서초구 강남대로30길 73-11,20.0
서울특별시 서초구 강남대로34길 18,30.0
서울특별시 서초구 강남대로34길 19,16.0
서울특별시 서초구 강남대로34길 58,21.0
서울특별시 서초구 강남대로34길 82,18.0
서울특별시 서초구 강남대로39길 15-10,9.0
서울특별시 서초구 강남대로39길 5,17.0
서울특별시 서초구 강남대로43길 51,20.0
서울특별시 서초구 강남대로45길 11,19.0
서울특별시 서초구 강남대로53길 11,20.0
서울특별시 서초구 강남대로55길 9-7,8.0
서울특별시 서초구 강남대로61길 17,21.0
서울특별시 서초구 강남대로61길 23,20.0
서울특별시 서초구 강남대로6길 126,20.0
서울특별시 서초구 강남대로6길 148,20.0
서울특별시 서초구 강남대로6길 70,22.0
서울특별시 서초구 강남대로79길 52-9,21.0
서울특별시 서초구 강남대로95길 56,20.0
서울특별시 서초구 강남대로95길 81,17.0
서울특별시 서초구 강남대로99길 28,47.0
서울특별시 서초구 고무래로 35,12.0
서울특별시 서초구 고무래로 89,4.0
서울특별시 서초구 고무래로 94,22.0
서울특별시 서초구 고무래로10길 13,18.0
서울특별시 서초구 고무래로10길 16,21.0
서울특별시 서초구 고무래로10길 28,18.0
서울특별시 서초구 고무래로10길 31,29.0
서울특별시 서초구 고무래로10길 34,27.0
서울특별시 서초구 고무래로10길 39,28.0
서울특별시 서초구 나루터로 46,20.0
서울특별시 서초구 나루터로4길 28,41.0
서울특별시 서초구 나루터로4길 39,41.0
서울특별시 서초구 나루터로4길 49,39.0
서울특별시 서초구 나루터로4길 60,39.0
서울특별시 서초구 나루터로4길 61,41.0
서울특별시 서초구 나루터로4길 70-5,33.0
서울특별시 서초구 남부순환로 2183,17.0
서울특별시 서초구 남부순환로 2271-11,20.0
서울특별시 서초구 남부순환로 2311-12,18.0
서울특별시 서초구 남부순환로 2343-10,17.0
서울특별시 서초구 남부순환로 2614,16.0
서울특별시 서초구 남부순환로287길 7,20.0
서울특별시 서초구 남부순환로289길 16,19.0
서울특별시 서초구 남부순환로291길 5,21.0
서울특별시 서초구 남부순환로297나길 13,18.0
서울특별시 서초구 남부순환로297다길 17,19.0
서울특별시 서초구 남부순환로297다길 18,20.0
서울특별시 서초구 남부순환로297라길 9,20.0
서울특별시 서초구 남부순환로309길 67,18.0
서울특별시 서초구 남부순환로317길 18-16,19.0
서울특별시 서초구 남부순환로317길 34,17.0
서울특별시 서초구 남부순환로317길 68,15.0
서울특별시 서초구 남부순환로323길 38-15,21.0
서울특별시 서초구 남부순환로323길 38-16,21.0
서울특별시 서초구 남부순환로323길 56-18,17.0
서울특별시 서초구 남부순환로337가길 51-6,19.0
서울특별시 서초구 남부순환로337가길 51-9,18.0
서울특별시 서초구 남부순환로337가길 52,17.0
서울특별시 서초구 남부순환로347길 21-7,21.0
서울특별시 서초구 남부순환로356길 105,17.0
서울특별시 서초구 남부순환로356길 82,18.0
서울특별시 서초구 남부순환로356길 88,2.0
서울특별시 서초구 남부순환로356길 95-10,19.0
서울특별시 서초구 남부순환로358길 72,19.0
서울특별시 서초구 논현로11길 20,21.0
서울특별시 서초구 논현로1길 23,18.0
서울특별시 서초구 논현로1길 25,19.0
서울특별시 서초구 논현로1길 33,21.0
서울특별시 서초구 논현로1길 43,20.0
서울특별시 서초구 논현로1길 49,21.0
서울특별시 서초구 논현로1길 61,20.0
서울특별시 서초구 논현로1길 67,19.0
서울특별시 서초구 논현로27길 57,20.0
서울특별시 서초구 논현로31길 24-10,18.0
서울특별시 서초구 논현로31길 24-15,19.0
서울특별시 서초구 논현로31길 24-17,19.0
서울특별시 서초구 논현로5길 7,21.0
서울특별시 서초구 도구로 47,18.0
서울특별시 서초구 도구로 55,19.0
서울특별시 서초구 도구로 73,19.0
서울특별시 서초구 도구로9길 30,19.0
서울특별시 서초구 동광로 105,19.0
서울특별시 서초구 동광로 116,18.0
서울특별시 서초구 동광로 126,26.0
서울특별시 서초구 동광로 155,19.0
서울특별시 서초구 동광로 157,18.0
서울특별시 서초구 동광로 158,20.0
서울특별시 서초구 동광로 160,20.0
서울특별시 서초구 동광로 62,16.0
서울특별시 서초구 동광로 89-5,16.0
서울특별시 서초구 동광로 98,19.0
서울특별시 서초구 동광로11길 102,23.0
서울특별시 서초구 동광로18길 16,19.0
서울특별시 서초구 동광로19길 51,45.0
서울특별시 서초구 동광로1길 112,16.0
서울특별시 서초구 동광로1길 84,19.0
서울특별시 서초구 동광로22길 29,13.0
서울특별시 서초구 동광로22길 32,19.0
서울특별시 서초구 동광로24길 15-4,19.0
서울특별시 서초구 동광로24길 22,15.0
서울특별시 서초구 동광로24길 25,19.0
서울특별시 서초구 동광로24길 8,12.0
서울특별시 서초구 동광로24길 81,19.0
서울특별시 서초구 동광로27길 104,3.0
서울특별시 서초구 동광로27길 112,28.0
서울특별시 서초구 동광로27길 15,16.0
서울특별시 서초구 동광로27길 29-6,17.0
서울특별시 서초구 동광로27길 38,17.0
서울특별시 서초구 동광로27길 47,17.0
서울특별시 서초구 동광로27길 60,17.0
서울특별시 서초구 동광로27길 66,15.0
서울특별시 서초구 동광로27길 67,16.0
서울특별시 서초구 동광로27길 74,15.0
서울특별시 서초구 동광로27길 78,19.0
서울특별시 서초구 동광로27길 84,15.0
서울특별시 서초구 동광로27길 88,25.0
서울특별시 서초구 동광로27길 91,17.0
서울특별시 서초구 동광로28길 15,18.0
서울특별시 서초구 동광로28길 19,18.0
서울특별시 서초구 동광로28길 23,17.0
서울특별시 서초구 동광로28길 30,14.0
서울특별시 서초구 동광로30길 15,19.0
서울특별시 서초구 동광로30길 23,18.0
서울특별시 서초구 동광로32길 54,28.0
서울특별시 서초구 동광로32길 60,28.0
서울특별시 서초구 동광로32길 8,8.0
서울특별시 서초구 동광로33길 15,19.0
서울특별시 서초구 동광로33길 39,19.0
서울특별시 서초구 동광로33길 9,15.0
서울특별시 서초구 동광로39길 10,24.0
서울특별시 서초구 동광로39길 18,24.0
서울특별시 서초구 동광로39길 37,25.0
서울특별시 서초구 동광로39길 40,24.0
서울특별시 서초구 동광로39길 54-10,20.0
서울특별시 서초구 동광로39길 7,19.0
서울특별시 서초구 동광로39길 80,27.0
서울특별시 서초구 동광로3길 18,16.0
서울특별시 서초구 동광로41길 14,18.0
서울특별시 서초구 동광로41길 32-1,18.0
서울특별시 서초구 동광로42길 4,20.0
서울특별시 서초구 동광로43길 14-30,17.0
서울특별시 서초구 동광로43길 4,19.0
서울특별시 서초구 동광로43길 58,14.0
서울특별시 서초구 동광로45길 12,19.0
서울특별시 서초구 동광로46길 7-14,19.0
서울특별시 서초구 동광로46길 7-15,19.0
서울특별시 서초구 동광로46길 7-18,20.0
서울특별시 서초구 동광로49길 78,17.0
서울특별시 서초구 동광로49길 89,17.0
서울특별시 서초구 동광로4길 15,20.0
서울특별시 서초구 동광로8길 13,19.0
서울특별시 서초구 동산로12길 13-16,22.0
서울특별시 서초구 동산로12길 5-8,24.0
서울특별시 서초구 동산로14길 17,21.0
서울특별시 서초구 동산로6길 19,29.0
서울특별시 서초구 동산로6길 2,20.0
서울특별시 서초구 동작대로 108,16.0
서울특별시 서초구 동작대로 112,16.0
서울특별시 서초구 매헌로 62,19.0
서울특별시 서초구 매헌로14길 18,20.0
서울특별시 서초구 매헌로6길 42,20.0
서울특별시 서초구 매헌로6길 46,21.0
서울특별시 서초구 명달로 10,21.0
