office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment,floor_cat,build_area_grade,land,date_ym,result,comment_val,gu,dong0,addr_api,Unnamed: 0,addr_name,brand_name,addr_lat,addr_lng
서울북부3계,2020-4324,2020,아파트,"서울특별시 강북구 수유동 733, 9층917호 (수유동,하이시티)",,수유동,733,0,917호,9.0,하이시티,12.19,3.09,110000000,70400000,91336000.0,2021-07-05,2021,7,5,매각,64,83.0,,8~12층,소형,1,202107,1,0,강북구,서울특별시 강북구 수유동,서울특별시 강북구 수유동 733,341,서울특별시 강북구 수유동 733,,,
서울북부3계,2020-5662,2020,아파트,"서울특별시 중랑구 망우동 579, 101동 1층102호 (망우동,한울네세창아파트)",,망우동,579,101동,102호,1.0,한울네세창아파트,84.76,51.05,344000000,344000000,420000001.0,2021-07-05,2021,7,5,매각,100,122.0,,지하~3층,중형,1,202107,1,0,중랑구,서울특별시 중랑구 망우동,서울특별시 중랑구 망우동 579,255,서울특별시 중랑구 망우동 579,한울네세창아파트,37.59841576963084,127.106276496023
서울북부4계,2020-107247,2020,아파트,"서울특별시 노원구 월계동 939, 104동 4층 405호 (월계동,월계흥화브라운빌)",,월계동,939,104동,405호,4.0,월계흥화브라운빌,29.9,14.18,215000000,215000000,249000100.0,2021-07-05,2021,7,5,매각,100,116.0,토지및건물 지분매각,4~7층,소형,1,202107,1,1,노원구,서울특별시 노원구 월계동,서울특별시 노원구 월계동 939,592,서울특별시 노원구 월계동 939,월계흥화브라운빌아파트,37.63161180463315,127.04396510082675
서울북부1계,2019-110452,2019,아파트,"서울특별시 강북구 미아동 8-87, 7층701호 (미아동,스카이빌)",,미아동,8-87,0,701호,7.0,스카이빌,163.91,45.52,403000000,403000000,603000000.0,2021-06-28,2021,6,28,매각,100,150.0,,4~7층,초대형,1,202106,1,0,강북구,서울특별시 강북구 미아동,서울특별시 강북구 미아동 8-87,224,서울특별시 강북구 미아동 8-87,스카이빌아파트,37.61578861222446,127.03899931774002
서울동부4계,2020-1817,2020,아파트,"서울특별시 광진구 자양동 784-1, 103동 8층802호 (자양동,대동아파트)",,자양동,784-1,103동,802호,8.0,784-1자양동아파트,84.65,30.72,935000000,935000000,1297999990.0,2021-06-28,2021,6,28,매각,100,139.0,,8~12층,중형,1,202106,1,0,광진구,서울특별시 광진구 자양동,서울특별시 광진구 자양동 784-1,449,서울특별시 광진구 자양동 784-1,대동아파트,37.536430136229406,127.06828503255436
서울북부1계,2020-5495,2020,아파트,"서울특별시 성북구 정릉동 1024, 101동 8층805호 (정릉동,피오레아파트)",,정릉동,1024,101동,805호,8.0,피오레아파트,47.3,21.7,272000000,217600000,302500000.0,2021-06-28,2021,6,28,매각,80,111.0,토지및건물 지분매각,8~12층,소형,1,202106,1,1,성북구,서울특별시 성북구 정릉동,서울특별시 성북구 정릉동 1024,634,서울특별시 성북구 정릉동 1024,피오레1단지아파트,37.617168158918965,127.00094238012554
서울북부2계,2020-7194,2020,아파트,"서울특별시 성북구 종암동 3-91, 12층1308호 (종암동,노블레스타워 노인복지주택)",,종암동,3-91,0,1308호,12.0,노블레스타워노인복지주택,74.01,31.98,570000000,570000000,581110000.0,2021-06-28,2021,6,28,매각,100,102.0,,8~12층,중형,1,202106,1,0,성북구,서울특별시 성북구 종암동,서울특별시 성북구 종암동 3-91,540,서울특별시 성북구 종암동 3-91,,,
서울남부9계,2019-4325,2019,아파트,"서울특별시 구로구 신도림동 290, 5동 3층309호 (신도림동,미성아파트)",,신도림동,290,5동,309호,3.0,미성아파트,66.03,35.7,422000000,422000000,851770000.0,2021-06-22,2021,6,22,매각,100,202.0,,지하~3층,중형,1,202106,1,0,구로구,서울특별시 구로구 신도림동,서울특별시 구로구 신도림동 290,668,서울특별시 구로구 신도림동 290,미성아파트,37.507333355246935,126.87647145886532
서울중앙1계,2020-4585,2020,아파트,"서울특별시 관악구 봉천동 1727, 101동 3층307호 (봉천동,관악 한일 유앤아이)",,봉천동,1727,101동,307호,3.0,관악한일유앤아이,84.866,51.2281,730000000,730000000,803700000.0,2021-06-22,2021,6,22,매각,100,110.0,대항력있는임차인,지하~3층,중형,1,202106,1,1,관악구,서울특별시 관악구 봉천동,서울특별시 관악구 봉천동 1727,260,서울특별시 관악구 봉천동 1727,관악한일유앤아이아파트,37.486898715833526,126.95057037758
서울중앙1계,2020-106887,2020,아파트,"서울특별시 강남구 일원동 718, 101동 5층502호 (일원동,샘터마을아파트)",,일원동,718,101동,502호,5.0,샘터마을아파트,6.72,29.29,1010000000,1010000000,1010000000.0,2021-06-22,2021,6,22,매각,100,100.0,토지및건물 지분매각,4~7층,,1,202106,1,1,강남구,서울특별시 강남구 일원동,서울특별시 강남구 일원동 718,639,서울특별시 강남구 일원동 718,샘터마을아파트,37.48427445597936,127.08261499474952
서울남부9계,2020-111120,2020,아파트,"서울특별시 양천구 목동 954, 제102동 제6층 제605호 (목동, 목동웨스트빌아파트)",,목동,954,제102동,605호,6.0,954제제목동웨스트빌아파트,77.34899999999998,38.437,566000000,566000000,731000000.0,2021-06-22,2021,6,22,매각,100,129.0,대항력있는임차인,4~7층,중형,1,202106,1,1,양천구,서울특별시 양천구 목동,서울특별시 양천구 목동 954,500,서울특별시 양천구 목동 954,목동웨스트빌아파트(102동),37.54012180358096,126.86902642057385
서울북부8계,2019-3240,2019,아파트,"서울특별시 동대문구 장안동 378-3, 4층402호 (장안동,공감대아파트)",,장안동,378-3,0,402호,4.0,공감대아파트,109.1,51.6416,460000000,460000000,560000000.0,2021-06-21,2021,6,21,매각,100,122.0,,4~7층,대형,1,202106,1,0,동대문구,서울특별시 동대문구 장안동,서울특별시 동대문구 장안동 378-3,258,서울특별시 동대문구 장안동 378-3,공감대아파트,37.567399733963946,127.06742587284536
서울동부1계,2020-4564,2020,아파트,"서울특별시 송파구 신천동 17, 117동 2층201호 (신천동,파크리오)",,신천동,17,117동,201호,2.0,파크리오,121.63,55.28,2042000000,2042000000,2503000000.0,2021-06-21,2021,6,21,매각,100,123.0,공유물분할경매,지하~3층,대형,1,202106,1,1,송파구,서울특별시 송파구 신천동,서울특별시 송파구 신천동 17,766,서울특별시 송파구 신천동 17,파크리오아파트,37.52122940631966,127.10998251166994
서울북부9계,2020-5068,2020,아파트,"서울특별시 성북구 돈암동 609-1, 210동 4층402호 (돈암동,한진아파트)",,돈암동,609-1,210동,402호,4.0,한진아파트,84.87,35.36,710000000,710000000,787920000.0,2021-06-21,2021,6,21,매각,100,111.0,,4~7층,중형,1,202106,1,0,성북구,서울특별시 성북구 돈암동,서울특별시 성북구 돈암동 609-1,754,서울특별시 성북구 돈암동 609-1,한신한진아파트,37.59480874606793,127.0103177857626
서울북부8계,2020-5129,2020,아파트,"서울특별시 중랑구 신내동 317, 103동 14층1406호 (신내동,데시앙)",,신내동,317,103동,1406호,14.0,데시앙,23.37,6.711,68000000,68000000,80888800.0,2021-06-21,2021,6,21,매각,100,119.0,형식적경매,13~20층,소형,1,202106,1,1,중랑구,서울특별시 중랑구 신내동,서울특별시 중랑구 신내동 317,483,서울특별시 중랑구 신내동 317,신내데시앙1단지아파트,37.6109238462656,127.09945808029464
서울동부1계,2020-50925,2020,아파트,"서울특별시 강동구 명일동 44, 6동 13층1301호 (명일동,신동아아파트)",,명일동,44,6동,1301호,13.0,44명일동아아파트,127.33,75.81,1800000000,1440000000,1765800000.0,2021-06-21,2021,6,21,매각,80,98.0,,13~20층,대형,1,202106,1,0,강동구,서울특별시 강동구 명일동,서울특별시 강동구 명일동 44,475,서울특별시 강동구 명일동 44,신동아아파트,37.5537375803272,127.1521105266878
서울북부9계,2020-104880,2020,아파트,"서울특별시 성북구 정릉동 435, 201동 8층801호 (정릉동,중앙하이츠빌2단지)",,정릉동,435,201동,801호,8.0,중앙하이츠빌2단지,84.6824,40.6947,690000000,441600000,716923000.0,2021-06-21,2021,6,21,매각,64,104.0,,8~12층,중형,1,202106,1,0,성북구,서울특별시 성북구 정릉동,서울특별시 성북구 정릉동 435,204,서울특별시 성북구 정릉동 435,중앙하이츠빌2단지아파트,37.60377540136136,127.01039150184096
서울북부9계,2020-107216,2020,아파트,"서울특별시 노원구 월계동 448-3, 다동 401호",,월계동,448-3,다동,401호,4.0,448-3,22.24,11.69,116000000,116000000,143888800.0,2021-06-21,2021,6,21,매각,100,124.0,대항력있는임차인,4~7층,소형,1,202106,1,1,노원구,서울특별시 노원구 월계동,서울특별시 노원구 월계동 448-3,25,서울특별시 노원구 월계동 448-3,삼창아파트,37.61850427769218,127.06022278935126
서울남부5계,2020-109264,2020,아파트,"서울특별시 강서구 화곡동 1160, 제7층 제705호 (화곡동,상진지오벨리아파트)",,화곡동,1160,0,705호,7.0,상진지오벨리아파트,64.78,39.3222,300000000,300000000,379000000.0,2021-06-17,2021,6,17,매각,100,126.0,대항력있는임차인,4~7층,중형,1,202106,1,1,강서구,서울특별시 강서구 화곡동,서울특별시 강서구 화곡동 1160,845,서울특별시 강서구 화곡동 1160,상진지오벨리아파트,37.53499339024821,126.85968077967593
서울중앙4계,2019-109354,2019,아파트,"서울특별시 강남구 도곡동 527, 403동 1층 103호 (도곡동,도곡렉슬아파트)",,도곡동,527,403동,103호,1.0,도곡렉슬아파트,119.8906,55.1442,2235000000,2235000000,2948999000.0,2021-06-16,2021,6,16,매각,100,132.0,법정지상권,지하~3층,대형,1,202106,1,1,강남구,서울특별시 강남구 도곡동,서울특별시 강남구 도곡동 527,272,서울특별시 강남구 도곡동 527,도곡렉슬아파트,37.49377988299789,127.05114053767764
서울중앙4계,2020-104492,2020,아파트,"서울특별시 서초구 방배동 881-26, 201동 12층1204호 (방배동,방배2차이-편한세상)",,방배동,881-26,201동,1204호,12.0,방배2차이-편한세상,81.68,31.3,935000000,935000000,941111000.0,2021-06-16,2021,6,16,매각,100,101.0,토지및건물 지분매각,8~12층,중형,1,202106,1,1,서초구,서울특별시 서초구 방배동,서울특별시 서초구 방배동 881-26,785,서울특별시 서초구 방배동 881-26,방배2차e편한세상아파트,37.48988684384297,126.9968079104466
서울남부8계,2020-108865,2020,아파트,"서울특별시 강서구 화곡동 353-50, 제5층 제502호",,화곡동,353-50,0,502호,5.0,제제,33.74,18.76,150000000,120000000,140133000.0,2021-06-16,2021,6,16,매각,80,93.0,대항력있는임차인,4~7층,소형,1,202106,1,1,강서구,서울특별시 강서구 화곡동,서울특별시 강서구 화곡동 353-50,405,서울특별시 강서구 화곡동 353-50,,,
서울중앙3계,2020-3049,2020,아파트,"서울특별시 강남구 대치동 511, 106동 6층607호 (대치동,한보미도맨션)",,대치동,511,106동,607호,6.0,한보미도맨션,141.32,78.25,2930000000,2930000000,3661227000.0,2021-06-15,2021,6,15,매각,100,125.0,,4~7층,초대형,1,202106,1,0,강남구,서울특별시 강남구 대치동,서울특별시 강남구 대치동 511,429,서울특별시 강남구 대치동 511,"한보미도맨션1,2차아파트",37.4933933298452,127.067352502571
서울서부7계,2020-4276,2020,아파트,"서울특별시 서대문구 홍제동 454, 103동 1층106호 (홍제동,유원하나아파트)",,홍제동,454,103동,106호,1.0,유원하나아파트,72.34,33.99,425000000,425000000,501150000.0,2021-06-15,2021,6,15,매각,100,118.0,형식적경매,지하~3층,중형,1,202106,1,1,서대문구,서울특별시 서대문구 홍제동,서울특별시 서대문구 홍제동 454,751,서울특별시 서대문구 홍제동 454,유원하나아파트,37.595098713864,126.95236498206906
서울서부5계,2020-56772,2020,아파트,"서울특별시 서대문구 홍제동 461, 106동 11층 1101호 (홍제동,홍제삼성래미안아파트)",,홍제동,461,106동,1101호,11.0,홍제삼성래미안아파트,32.76,17.31,508000000,508000000,541050000.0,2021-06-15,2021,6,15,매각,100,107.0,,8~12층,소형,1,202106,1,0,서대문구,서울특별시 서대문구 홍제동,서울특별시 서대문구 홍제동 461,474,서울특별시 서대문구 홍제동 461,홍제삼성래미안아파트,37.578354228651605,126.95129791106297
서울서부5계,2020-57188,2020,아파트,"서울특별시 서대문구 홍제동 455, 제102동 제6층 제604호",,홍제동,455,제102동,604호,6.0,455제제,84.96,36.41,690000000,690000000,732120000.0,2021-06-15,2021,6,15,매각,100,106.0,,4~7층,중형,1,202106,1,0,서대문구,서울특별시 서대문구 홍제동,서울특별시 서대문구 홍제동 455,862,서울특별시 서대문구 홍제동 455,현대그린아파트,37.58908623482549,126.94980541681386
서울동부5계,2020-2179,2020,아파트,"서울특별시 송파구 가락동 95-1, 106동 15층1501호 (가락동,가락금호아파트)",,가락동,95-1,106동,1501호,15.0,가락금아파트,59.91,17.886,1025000000,1025000000,1025000000.0,2021-06-14,2021,6,14,배당종결,100,100.0,,13~20층,소형,1,202106,1,0,송파구,서울특별시 송파구 가락동,서울특별시 송파구 가락동 95-1,97,서울특별시 송파구 가락동 95-1,가락금호아파트,37.496362781444354,127.11636355547824
서울동부5계,2020-3585,2020,아파트,"서울특별시 송파구 문정동 1, 125동 14층1403호 (문정동,문정래미안아파트)",,문정동,1,125동,1403호,14.0,문정래미안아파트,120.97,49.68,1450000000,1450000000,1791000000.0,2021-06-14,2021,6,14,매각,100,124.0,,13~20층,대형,1,202106,1,0,송파구,서울특별시 송파구 문정동,서울특별시 송파구 문정동 1,851,서울특별시 송파구 문정동 1,문정래미안아파트,37.490621445698174,127.13029006224446
서울동부5계,2020-54347,2020,아파트,"서울특별시 강동구 성내동 542, 2층202호 (성내동,노블네스트)",,성내동,542,0,202호,2.0,노블네스트,101.32,37.84,700000000,700000000,720000000.0,2021-06-14,2021,6,14,매각,100,103.0,,지하~3층,대형,1,202106,1,0,강동구,서울특별시 강동구 성내동,서울특별시 강동구 성내동 542,282,서울특별시 강동구 성내동 542,노블레스트아파트,37.528210947773246,127.12734157395214
서울동부5계,2020-55111,2020,아파트,"서울특별시 광진구 자양동 642, 501동 14층1401호 (자양동,자양5차현대아파트)",,자양동,642,501동,1401호,14.0,자양5차현대아파트,38.47,12.11,484500000,484500000,540990000.0,2021-06-14,2021,6,14,매각,100,112.0,토지및건물 지분매각,13~20층,소형,1,202106,1,1,광진구,서울특별시 광진구 자양동,서울특별시 광진구 자양동 642,302,서울특별시 광진구 자양동 642,자양5차현대아파트,37.52859963952297,127.07828335508935
서울동부5계,2020-55173,2020,아파트,"서울특별시 송파구 가락동 95-1, 103동 20층2004호 (가락동,가락금호아파트)",,가락동,95-1,103동,2004호,20.0,가락금아파트,85.0,25.376,1390000000,1390000000,1481000000.0,2021-06-14,2021,6,14,매각,100,107.0,,13~20층,중형,1,202106,1,0,송파구,서울특별시 송파구 가락동,서울특별시 송파구 가락동 95-1,97,서울특별시 송파구 가락동 95-1,가락금호아파트,37.496362781444354,127.11636355547824
서울남부3계,2020-5911,2020,아파트,"서울특별시 영등포구 당산동 121-108, 제6층 제606호 (당산동,훼미리하우스138)",,당산동,121-108,0,606호,6.0,훼미리하우스138,14.28,4.774,136000000,108800000,121808000.0,2021-06-10,2021,6,10,매각,80,90.0,,4~7층,소형,1,202106,1,0,영등포구,서울특별시 영등포구 당산동,서울특별시 영등포구 당산동 121-108,257,서울특별시 영등포구 당산동 121-108,,,
서울서부6계,2019-56455,2019,아파트,"서울특별시 용산구 이촌동 435, 6층603호 (이촌동,보람 더하임)",,이촌동,435,0,603호,6.0,보람더하임,84.5839,49.467,1385000000,1385000000,1385116000.0,2021-06-01,2021,6,1,매각,100,100.0,"공유물분할경매,대항력있는임차인",4~7층,중형,1,202106,1,1,용산구,서울특별시 용산구 이촌동,서울특별시 용산구 이촌동 435,157,서울특별시 용산구 이촌동 435,보람더하임아파트,37.520270965498405,126.96876977330632
서울서부3계,2020-1727,2020,아파트,"서울특별시 마포구 대흥동 660, 111동 20층2001호 (대흥동,마포태영아파트)",,대흥동,660,111동,2001호,20.0,마포태영아파트,114.93,36.54,1570000000,1570000000,1703000000.0,2021-06-01,2021,6,1,매각,100,108.0,,13~20층,대형,1,202106,1,0,마포구,서울특별시 마포구 대흥동,서울특별시 마포구 대흥동 660,111,서울특별시 마포구 대흥동 660,대흥동태영아파트,37.54473232045174,126.94257048117984
서울서부3계,2020-54073,2020,아파트,"서울특별시 은평구 신사동 297, 제102동 제6층 제606호 (신사동,씨티아파트)",,신사동,297,제102동,606호,6.0,씨티아파트,58.09,18.0246,356000000,356000000,480000000.0,2021-06-01,2021,6,1,매각,100,135.0,,4~7층,소형,1,202106,1,0,은평구,서울특별시 은평구 신사동,서울특별시 은평구 신사동 297,366,서울특별시 은평구 신사동 297,씨티아파트,37.6003563867228,126.90410723608812
서울북부3계,2020-105951,2020,아파트,"서울특별시 노원구 상계동 1318, 101동 6층604호 (상계동,노원아이파크)",,상계동,1318,101동,604호,6.0,노원아이파크,139.28,41.74,703000000,449920000,783000000.0,2021-05-31,2021,5,31,매각,64,111.0,대항력있는임차인,4~7층,초대형,1,202105,1,1,노원구,서울특별시 노원구 상계동,서울특별시 노원구 상계동 1318,211,서울특별시 노원구 상계동 1318,노원아이파크아파트,37.65978249602079,127.06915944285508
서울북부3계,2020-106305,2020,아파트,"서울특별시 성북구 석관동 110-2, 1동 2층201호 (석관동,중앙하이츠아파트)",,석관동,110-2,1동,201호,2.0,중앙하이츠아파트,42.43,15.65,269000000,172160000,281100000.0,2021-05-31,2021,5,31,매각,64,104.0,토지및건물 지분매각,지하~3층,소형,1,202105,1,1,성북구,서울특별시 성북구 석관동,서울특별시 성북구 석관동 110-2,12,서울특별시 성북구 석관동 110-2,중앙하이츠아파트,37.61109107098002,127.06669061595105
서울북부3계,2020-107230,2020,아파트,"서울특별시 강북구 미아동 1354, 106동 1층 101호 (미아동,벽산라이브파크아파트)",,미아동,1354,106동,101호,1.0,벽산라이브파크아파트,84.89,43.31,567000000,567000000,625380000.0,2021-05-31,2021,5,31,매각,100,110.0,,지하~3층,중형,1,202105,1,0,강북구,서울특별시 강북구 미아동,서울특별시 강북구 미아동 1354,732,서울특별시 강북구 미아동 1354,벽산라이브파크아파트,37.6208003962173,127.011390667734
서울북부3계,2020-108356,2020,아파트,"서울특별시 성북구 하월곡동 226, 108동 8층804호 (하월곡동,월곡래미안루나밸리)",,하월곡동,226,108동,804호,8.0,월곡래미안루나밸리,84.88,43.4439,890000000,890000000,998980000.0,2021-05-31,2021,5,31,매각,100,112.0,,8~12층,중형,1,202105,1,0,성북구,서울특별시 성북구 하월곡동,서울특별시 성북구 하월곡동 226,225,서울특별시 성북구 하월곡동 226,월곡래미안루나밸리아파트,37.59908319821899,127.0421024156266
서울북부4계,2020-109472,2020,아파트,"서울특별시 중랑구 면목동 1502, 104동 1층105호 (면목동,면목현대아파트)",,면목동,1502,104동,105호,1.0,면목현대아파트,72.63,29.22,549000000,549000000,592950000.0,2021-05-31,2021,5,31,매각,100,108.0,,지하~3층,중형,1,202105,1,0,중랑구,서울특별시 중랑구 면목동,서울특별시 중랑구 면목동 1502,15,서울특별시 중랑구 면목동 1502,면목현대아파트,37.57625784429658,127.08978501857524
서울북부2계,2020-5501,2020,아파트,"서울특별시 중랑구 면목동 1510, 201동 17층1704호 (면목동,면목두산아파트)",,면목동,1510,201동,1704호,17.0,면목두산아파트,134.2,36.598,769000000,769000000,889999990.0,2021-05-24,2021,5,24,매각,100,116.0,,13~20층,초대형,1,202105,1,0,중랑구,서울특별시 중랑구 면목동,서울특별시 중랑구 면목동 1510,147,서울특별시 중랑구 면목동 1510,면목두산2단지아파트,37.58055114629927,127.0835590232765
서울중앙1계,2020-1838,2020,아파트,"서울특별시 관악구 봉천동 464-41, 2층201호",,봉천동,464-41,0,201호,2.0,,147.4,50.67,615000000,615000000,651110000.0,2021-05-18,2021,5,18,매각,100,106.0,대항력있는임차인,지하~3층,초대형,1,202105,1,1,관악구,서울특별시 관악구 봉천동,서울특별시 관악구 봉천동 464-41,650,서울특별시 관악구 봉천동 464-41,은선파인빌아파트,37.4863101122049,126.947902337685
서울중앙1계,2020-3377,2020,아파트,"서울특별시 관악구 신림동 1433-55, 11층1103호 (신림동,프라비다트라움)",,신림동,1433-55,0,1103호,11.0,프라비다트라움,14.06,4.492,125000000,100000000,124000000.0,2021-05-18,2021,5,18,매각,80,99.0,,8~12층,소형,1,202105,1,0,관악구,서울특별시 관악구 신림동,서울특별시 관악구 신림동 1433-55,249,서울특별시 관악구 신림동 1433-55,프라비다트라움오피스텔,37.484802236151786,126.92808505494573
서울중앙1계,2020-104454,2020,아파트,"서울특별시 종로구 평창동 66-1, 3층 304호 (평창동,엘리시아)",,평창동,66-1,0,304호,3.0,엘리시아,236.07,135.86,1327000000,1061600000,1233300000.0,2021-05-18,2021,5,18,매각,80,93.0,,지하~3층,초대형,1,202105,1,0,종로구,서울특별시 종로구 평창동,서울특별시 종로구 평창동 66-1,549,서울특별시 종로구 평창동 66-1,엘리시아아파트,37.60968749956977,126.97592188163308
서울북부5계,2019-5963,2019,아파트,"서울특별시 동대문구 용두동 794, 102동 8층804호 (용두동,용두롯데캐슬리치)",,용두동,794,102동,804호,8.0,용두롯데캐슬리치,59.9858,36.58,745000000,745000000,961060000.0,2021-05-17,2021,5,17,매각,100,129.0,대항력있는임차인,8~12층,소형,1,202105,1,1,동대문구,서울특별시 동대문구 용두동,서울특별시 동대문구 용두동 794,671,서울특별시 동대문구 용두동 794,용두롯데캐슬리치아파트,37.57909550883343,127.0306434504255
서울북부5계,2020-4690,2020,아파트,"서울특별시 성북구 안암동1가 361, 112동 8층801호 (안암동1가,래미안안암)",,안암동1가,361,112동,801호,8.0,래미안안암,114.926,71.388,860000000,860000000,974270000.0,2021-05-17,2021,5,17,매각,100,113.0,대항력있는임차인,8~12층,대형,1,202105,1,1,성북구,서울특별시 성북구 안암동1가,서울특별시 성북구 안암동1가 361,640,서울특별시 성북구 안암동1가 361,안암래미안아파트,37.58930715224304,127.0237499935912
서울북부8계,2020-105456,2020,아파트,"서울특별시 성북구 하월곡동 228, 108동 2층202호 (하월곡동,꿈의숲 푸르지오)",,하월곡동,228,108동,202호,2.0,꿈의숲푸르지오,59.65,39.9951,595000000,595000000,735790000.0,2021-05-17,2021,5,17,매각,100,124.0,,지하~3층,소형,1,202105,1,0,성북구,서울특별시 성북구 하월곡동,서울특별시 성북구 하월곡동 228,177,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오아파트,37.61077190927401,127.03899216768632
서울북부9계,2020-106145,2020,아파트,"서울특별시 중랑구 면목동 1543, 108동 3층303호 (면목동,한양수자인사가정파크)",,면목동,1543,108동,303호,3.0,한양수자인사가정파크,13.32,7.55,143000000,143000000,157888880.0,2021-05-17,2021,5,17,매각,100,110.0,토지및건물 지분매각,지하~3층,소형,1,202105,1,1,중랑구,서울특별시 중랑구 면목동,서울특별시 중랑구 면목동 1543,309,서울특별시 중랑구 면목동 1543,한양수자인사가정파크아파트,37.57949000687921,127.0940319992992
서울북부8계,2020-107049,2020,아파트,"서울특별시 중랑구 신내동 479, 3동 15층 1502호 (신내동,중앙하이츠아파트)",,신내동,479,3동,1502호,15.0,중앙하이츠아파트,84.97,38.01,569000000,569000000,606100000.0,2021-05-17,2021,5,17,매각,100,107.0,선순위전세권,13~20층,중형,1,202105,1,1,중랑구,서울특별시 중랑구 신내동,서울특별시 중랑구 신내동 479,580,서울특별시 중랑구 신내동 479,중앙하이츠아파트,37.60349002755963,127.09808922984232
서울북부8계,2020-107407,2020,아파트,"서울특별시 노원구 상계동 135, 4동 4층 402호 (상계동,한신아파트)",,상계동,135,4동,402호,4.0,한신아파트,45.44,29.86,261000000,261000000,415999999.0,2021-05-17,2021,5,17,매각,100,159.0,,4~7층,소형,1,202105,1,0,노원구,서울특별시 노원구 상계동,서울특별시 노원구 상계동 135,164,서울특별시 노원구 상계동 135,한신1차아파트,37.666082443296055,127.0686665870375
서울북부8계,2020-108035,2020,아파트,"서울특별시 노원구 하계동 274, 708동 4층 409호 (하계동,청솔아파트)",,하계동,274,708동,409호,4.0,청솔아파트,49.5,31.74,510000000,510000000,564970000.0,2021-05-17,2021,5,17,매각,100,111.0,대항력있는임차인,4~7층,소형,1,202105,1,1,노원구,서울특별시 노원구 하계동,서울특별시 노원구 하계동 274,801,서울특별시 노원구 하계동 274,청솔아파트,37.63248141876827,127.07130024002107
서울남부5계,2020-6143,2020,아파트,"서울특별시 구로구 구로동 1263, 제110동 제14층 제1402호 (구로동,신도림롯데아파트)",,구로동,1263,제110동,1402호,14.0,신도림롯데아파트,131.3,60.3014,940000000,940000000,1188990000.0,2021-05-13,2021,5,13,매각,100,126.0,,13~20층,대형,1,202105,1,0,구로구,서울특별시 구로구 구로동,서울특별시 구로구 구로동 1263,686,서울특별시 구로구 구로동 1263,신도림롯데아파트,37.503499308748616,126.88420893889264
서울서부5계,2019-6504,2019,아파트,"서울특별시 서대문구 홍제동 283-36, 101동 12층 1201호 (홍제동,마체스터 아파트)",,홍제동,283-36,101동,1201호,12.0,마체스터아파트,140.51,89.55,568000000,568000000,753009001.0,2021-05-11,2021,5,11,매각,100,133.0,,8~12층,초대형,1,202105,1,0,서대문구,서울특별시 서대문구 홍제동,서울특별시 서대문구 홍제동 283-36,651,서울특별시 서대문구 홍제동 283-36,마체스터아파트,37.59643479146676,126.94996353996036
서울중앙3계,2020-103192,2020,아파트,"서울특별시 관악구 봉천동 1698-1, 107동 9층 905호 (봉천동,보라매삼성아파트)",,봉천동,1698-1,107동,905호,9.0,보라매삼성아파트,84.84,33.18,747000000,747000000,800000000.0,2021-05-11,2021,5,11,매각,100,107.0,대항력있는임차인,8~12층,중형,1,202105,1,1,관악구,서울특별시 관악구 봉천동,서울특별시 관악구 봉천동 1698-1,733,서울특별시 관악구 봉천동 1698-1,보라매삼성아파트,37.49410609524941,126.92817564601104
